"Ident_8","Kmp_Rsys",Rijstrook,"X_coord_EPSG_31370","Y_coord_EPSG_31370","beschrijvende_id","breedtegraad_EPSG_4326","lengtegraad_EPSG_4326","lve_nr","unieke_id","volledige_naam"
A0030002,"24.688",R09,"175345.3289","170484.5125",H221L00,"50.84421296","4.728621215","231.0",3789,"Snede Haasrode"
A0130001,"30.201",R11,"184360.9475","204543.0851",S192L20,"51.14989875","4.859830124","176.0",1143,"complex Herentals-Oost (22)"
A0210002,"17.583",R10,"170914.4479","214068.0919",H191L10,"51.23615747","4.66821077","331.0",2474,"Snede Zoersel - Oelegem"
A0130001,"30.201",R10,"184360.9475","204543.0851",S192L10,"51.14989875","4.859830124","176.0",1142,"complex Herentals-Oost (22)"
A0210002,"17.583",B09,"170914.4479","214068.0919",H191L00,"51.23615747","4.66821077","331.0",2473,"Snede Zoersel - Oelegem"
A0130002,"30.374",R11,"184531.0245","204509.5409",H201L20,"51.14958709","4.862257539","176.0",1141,"complex Herentals-Oost (22)"
R0010441,"0.088",S09,"155641.3743","211642.7579",S207L00,"51.21471041","4.44949312","64.0",2472,"Knooppunt Antwerpen Oost R1-E313"
A0130002,"30.374",R10,"184531.0245","204509.5409",H201L10,"51.14958709","4.862257539","176.0",1140,"complex Herentals-Oost (22)"
R0040451,"0.165",R10,"110740.6829","195428.7371",H108L10,"51.06766838","3.808660589","349.0",2471,"Oprit Houtstraat"
R0040361,"0.237",R10,"109373.9941","197213.8639",S205L10,"51.08362","3.78896482","348.0",2470,"Complex nr2 Oostakker Centrum"
A0130002,"31.229",R11,"185355.1793","204283.0313",H211L20,"51.14750123","4.874013556","175.0",1139,"Geel-West - Herentals-Oost (richting Ant"
A0130002,"31.229",R10,"185355.1793","204283.0313",H211L10,"51.14750123","4.874013556","175.0",1138,"Geel-West - Herentals-Oost (richting Ant"
R0040211,"0.032",R11,"109123.3315","197313.4715",H108L20,"51.0844977","3.785376501","348.0",2469,"Complex nr2 Oostakker Centrum"
A0130002,"32.057",R11,"186153.2963","204064.6801",S201L20,"51.14548917","4.885397261","175.0",1137,"Geel-West - Herentals-Oost (richting Ant"
R0040211,"0.032",R10,"109123.3315","197313.4715",H108L10,"51.0844977","3.785376501","348.0",2468,"Complex nr2 Oostakker Centrum"
A0130002,"32.057",R10,"186153.2963","204064.6801",S201L10,"51.14548917","4.885397261","175.0",1136,"Geel-West - Herentals-Oost (richting Ant"
A0140951,"0.517",R10,"88775.3037","179002.9781",S206L10,"50.91812122","3.498059958","347.0",2467,"Complex nr6 Kruishoutem"
A0130002,"32.931",R11,"186996.7529","203833.7627",S221L20,"51.14336015","4.89742657","174.0",1135,"Geel-West - Herentals-Oost (richting Ant"
A0140921,"0.036",R10,"88747.3387","179057.2433",S207L10,"50.91860605","3.49765325","347.0",2466,"Complex nr6 Kruishoutem"
A0130002,"32.931",R10,"186996.7529","203833.7627",S221L10,"51.14336015","4.89742657","174.0",1134,"Geel-West - Herentals-Oost (richting Ant"
A0140911,"0.006",R10,"88642.4271","178813.8049",H208L10,"50.91640679","3.496202046","347.0",2465,"Complex nr6 Kruishoutem"
A0130002,"33.769",R11,"187789.3453","203556.2435",H211L20,"51.14081436","4.908723161","174.0",1133,"Geel-West - Herentals-Oost (richting Ant"
A0140961,"0.366",R10,"88599.8169","178846.7413",H205L10,"50.91669834","3.495590649","347.0",2464,"Complex nr6 Kruishoutem"
A0029402,"71.928",R10,"179641.5253","182308.3401",H107L10,"50.95029677","4.790575391","434.0",3795,"Parking Rotselaar"
A0029411,"71.649",R10,"179895.1087","182471.2545",S108L10,"50.95174819","4.794197305","434.0",3796,"Parking Rotselaar"
A0020001,"71.643",R10,"179898.8683","182456.6209",S192L10,"50.95161646","4.794249613","434.0",3797,"Parking Rotselaar"
A0020001,"71.643",R11,"179898.8683","182456.6209",S192L20,"50.95161646","4.794249613","434.0",3798,"Parking Rotselaar"
A0029402,"71.627",R10,"179917.3417","182428.2673",S105L10,"50.95136063","4.794510188","434.0",3799,"Parking Rotselaar"
A0130002,"27.377",R10,"181640.6107","205306.4729",S221L10,"51.15691596","4.821019644","177.0",1154,"Herentals-Oost - Herentals-Industrie (ri"
A0010001,"6.935",R10,"158283.0049","182541.1883",H192L10,"50.95308938","4.486633509","329.0",2485,"Snede Peutie richting Antwerpen"
A0130002,"28.231",R11,"182462.0099","205081.5571",H211L20,"51.1548487","4.832740105","177.0",1153,"Herentals-Oost - Herentals-Industrie (ri"
A0011711,"0.088",R10,"156016.6353","177761.8291",S108L10,"50.91015446","4.454300605","281.0",2484,"Complex nr 12 Vilvoorde-Luchthavenlaan h"
A0130002,"28.231",R10,"182462.0099","205081.5571",H211L10,"51.1548487","4.832740105","177.0",1152,"Herentals-Oost - Herentals-Industrie (ri"
A0010001,"1.846",R12,"156109.1025","177928.4517",S192L30,"50.91165131","4.455618145","281.0",2483,"Complex nr 12 Vilvoorde-Luchthavenlaan h"
A0130002,"28.961",R11,"183165.5333","204889.9611",S201L20,"51.15308655","4.842777878","177.0",1151,"Herentals-Oost - Herentals-Industrie (ri"
A0010001,"1.846",R11,"156109.1025","177928.4517",S192L20,"50.91165131","4.455618145","281.0",2482,"Complex nr 12 Vilvoorde-Luchthavenlaan h"
A0130002,"28.961",R10,"183165.5333","204889.9611",S201L10,"51.15308655","4.842777878","177.0",1150,"Herentals-Oost - Herentals-Industrie (ri"
A0010001,"1.846",R10,"156109.1025","177928.4517",S192L10,"50.91165131","4.455618145","281.0",2481,"Complex nr 12 Vilvoorde-Luchthavenlaan h"
A0010002,"1.879",R12,"156075.5141","177996.1541",H291L30,"50.91226027","4.455141682","281.0",2480,"Complex nr 12 Vilvoorde-Luchthavenlaan h"
A0130961,"0.065",R10,"183678.5959","204770.8535",S205L10,"51.15198625","4.850099618","176.0",1149,"complex Herentals-Oost (22)"
A0130921,"0.036",R10,"183727.8381","204751.4781",S207L10,"51.15180921","4.850801581","176.0",1148,"complex Herentals-Oost (22)"
A0010002,"1.879",R11,"156075.5141","177996.1541",H291L20,"50.91226027","4.455141682","281.0",2479,"Complex nr 12 Vilvoorde-Luchthavenlaan h"
A0130002,"29.513",R11,"183693.9527","204740.7187",S291L20,"51.15171448","4.850316298","176.0",1147,"complex Herentals-Oost (22)"
A0010002,"1.879",R10,"156075.5141","177996.1541",H291L10,"50.91226027","4.455141682","281.0",2478,"Complex nr 12 Vilvoorde-Luchthavenlaan h"
A0130002,"29.513",R10,"183693.9527","204740.7187",S291L10,"51.15171448","4.850316298","176.0",1146,"complex Herentals-Oost (22)"
A0210001,"17.588",R11,"170923.3811","214059.4265",H192L20,"51.23607926","4.668338172","331.0",2477,"Snede Zoersel - Oelegem"
A0130951,"0.065",R10,"184360.4837","204518.6285",S106L10,"51.14967895","4.859821182","176.0",1145,"complex Herentals-Oost (22)"
A0210001,"17.588",R10,"170923.3811","214059.4265",H192L10,"51.23607926","4.668338172","331.0",2476,"Snede Zoersel - Oelegem"
A0130911,"0.036",R10,"184300.5011","204535.3833",S108L10,"51.14983312","4.858965545","176.0",1144,"complex Herentals-Oost (22)"
A0210002,"17.583",R11,"170914.4479","214068.0919",H191L20,"51.23615747","4.66821077","331.0",2475,"Snede Zoersel - Oelegem"
A0130861,"0.198",R10,"179970.1271","205954.3559",H205L10,"51.1628286","4.797196221","178.0",1165,"complex Herentals-Industrie (21) + aangr"
A0031211,"0.172",R10,"181238.8397","168591.0515",S208L10,"50.82690481","4.812138484","271.0",2496,"Complex nr 24 Boutersem"
A0130821,"0.042",R10,"180139.3323","205867.4109",H207L10,"51.16203829","4.799607826","178.0",1164,"complex Herentals-Industrie (21) + aangr"
A0031261,"0.249",R10,"181279.1073","168631.6863",S205L10,"50.82726793","4.812713461","271.0",2495,"Complex nr 24 Boutersem"
A0130002,"25.693",R11,"180067.4801","205883.3279",H291L20,"51.1621851","4.798582018","178.0",1163,"complex Herentals-Industrie (21) + aangr"
A0031221,"0.022",R10,"181510.6311","168547.2825",H207L10,"50.82649668","4.815992301","271.0",2494,"Complex nr 24 Boutersem"
A0130002,"25.693",R10,"180067.4801","205883.3279",H291L10,"51.1621851","4.798582018","178.0",1162,"complex Herentals-Industrie (21) + aangr"
A0030001,"31.156",R12,"181489.4577","168518.7165",H292L30,"50.82624104","4.815689343","271.0",2493,"Complex nr 24 Boutersem"
A0130851,"0.205",R10,"180214.1365","205776.2617",S106L10,"51.16121508","4.800669561","178.0",1161,"complex Herentals-Industrie (21) + aangr"
A0030001,"31.156",R11,"181489.4577","168518.7165",H292L20,"50.82624104","4.815689343","271.0",2492,"Complex nr 24 Boutersem"
A0130811,"0.014",R10,"180032.7997","205869.1255",S108L10,"51.16205925","4.798085085","178.0",1160,"complex Herentals-Industrie (21) + aangr"
A0030001,"31.156",R10,"181489.4577","168518.7165",H292L10,"50.82624104","4.815689343","271.0",2491,"Complex nr 24 Boutersem"
A0030002,"31.148",R12,"181492.9257","168537.9561",H291L30,"50.8264138","4.81574021","271.0",2490,"Complex nr 24 Boutersem"
A0130001,"25.756",R11,"180118.9615","205842.5469",H292L20,"51.16181586","4.799314561","178.0",1159,"complex Herentals-Industrie (21) + aangr"
A0130001,"25.756",R10,"180118.9615","205842.5469",S192L10,"51.16181586","4.799314561","178.0",1158,"complex Herentals-Industrie (21) + aangr"
A0030002,"31.148",R11,"181492.9257","168537.9561",H291L20,"50.8264138","4.81574021","271.0",2489,"Complex nr 24 Boutersem"
A0130002,"26.532",R11,"180830.4781","205540.6559",S201L20,"51.15906475","4.809459979","178.0",1157,"complex Herentals-Industrie (21) + aangr"
A0030002,"31.148",R10,"181492.9257","168537.9561",H291L10,"50.8264138","4.81574021","271.0",2488,"Complex nr 24 Boutersem"
A0130002,"26.532",R10,"180830.4781","205540.6559",S201L10,"51.15906475","4.809459979","178.0",1156,"complex Herentals-Industrie (21) + aangr"
A0010001,"6.935",R12,"158283.0049","182541.1883",H192L30,"50.95308938","4.486633509","329.0",2487,"Snede Peutie richting Antwerpen"
A0130002,"27.377",R11,"181640.6107","205306.4729",S221L20,"51.15691596","4.821019644","177.0",1155,"Herentals-Oost - Herentals-Industrie (ri"
A0010001,"6.935",R11,"158283.0049","182541.1883",H192L20,"50.95308938","4.486633509","329.0",2486,"Snede Peutie richting Antwerpen"
A0130002,"2.193",R11,"157349.7623","211297.1257",H291L30,"51.21158437","4.473935441","571.0",4200,"Snede onder portiek A11 E313 kmpt 2.2"
A0130002,"2.193",R12,"157349.7623","211297.1257",H291L40,"51.21158437","4.473935441","571.0",4201,"Snede onder portiek A11 E313 kmpt 2.2"
A0130002,"22.315",R10,"177041.0327","207385.3687",H291L10,"51.17583591","4.755430696","179.0",1176,"complex Herentals-West (20) + aangrenzen"
A0130751,"0.16",R10,"177516.3335","207126.4989",S106L10,"51.1734866","4.762207499","179.0",1175,"complex Herentals-West (20) + aangrenzen"
A0130711,"0.028",R10,"177382.6375","207188.6937",S108L10,"51.174052","4.760300538","179.0",1174,"complex Herentals-West (20) + aangrenzen"
A0130001,"22.788",R11,"177460.9645","207166.6275",S192L20,"51.17384993","4.761418842","179.0",1173,"complex Herentals-West (20) + aangrenzen"
A0130001,"22.788",R10,"177460.9645","207166.6275",S192L10,"51.17384993","4.761418842","179.0",1172,"complex Herentals-West (20) + aangrenzen"
A0130002,"23.223",R11,"177857.3161","206988.2091",H211L20,"51.17222722","4.767072426","179.0",1171,"complex Herentals-West (20) + aangrenzen"
A0130002,"23.223",R10,"177857.3161","206988.2091",H211L10,"51.17222722","4.767072426","179.0",1170,"complex Herentals-West (20) + aangrenzen"
A0130002,"24.111",R11,"178651.4275","206588.7777",S201L20,"51.16859806","4.778395182","179.0",1169,"complex Herentals-West (20) + aangrenzen"
A0130002,"24.111",R10,"178651.4275","206588.7777",S201L10,"51.16859806","4.778395182","179.0",1168,"complex Herentals-West (20) + aangrenzen"
A0020001,"84.147",R10,"170830.3635","174286.1073",H192L10,"50.87856658","4.664731234","272.0",2499,"Complex nr 16 Gasthuisberg"
A0130002,"24.957",R11,"179409.2925","206212.5287",S211L20,"51.16517803","4.789199882","178.0",1167,"complex Herentals-Industrie (21) + aangr"
A0031251,"0.283",R10,"181761.8069","168408.0307",S106L10,"50.82523121","4.819545216","271.0",2498,"Complex nr 24 Boutersem"
A0130002,"24.957",R10,"179409.2925","206212.5287",S211L10,"51.16517803","4.789199882","178.0",1166,"complex Herentals-Industrie (21) + aangr"
A0031211,"0.172",R11,"181238.8397","168591.0515",S208L20,"50.82690481","4.812138484","271.0",2497,"Complex nr 24 Boutersem"
R0020002,"89.272",R09,"148276.9959","222960.3913",H191L10,"51.31646147","4.34404621","533.0",4210,"R2 RSS H01 kmpt 89.3"
R0020002,"89.272",R10,"148276.9959","222960.3913",H191L20,"51.31646147","4.34404621","533.0",4211,"R2 RSS H01 kmpt 89.3"
R0020002,"89.272",R11,"148276.9959","222960.3913",H191L30,"51.31646147","4.34404621","533.0",4212,"R2 RSS H01 kmpt 89.3"
A0130002,"19.171",R11,"173933.3787","207839.8279",S201L20,"51.18005815","4.711023396","181.0",1187,"Herentals-West - Massenhoven (richting A"
A0130002,"19.171",R10,"173933.3787","207839.8279",S201L10,"51.18005815","4.711023396","181.0",1186,"Herentals-West - Massenhoven (richting A"
A0130002,"20.027",R11,"174787.8679","207751.7697",S221L20,"51.17923054","4.723237076","180.0",1185,"Herentals-West - Massenhoven (richting A"
A0130002,"20.027",R10,"174787.8679","207751.7697",S221L10,"51.17923054","4.723237076","180.0",1184,"Herentals-West - Massenhoven (richting A"
A0130002,"20.864",R11,"175621.7029","207665.2889",H211L20,"51.17841676","4.735155077","180.0",1183,"Herentals-West - Massenhoven (richting A"
A0130002,"20.864",R10,"175621.7029","207665.2889",H211L10,"51.17841676","4.735155077","180.0",1182,"Herentals-West - Massenhoven (richting A"
A0130002,"21.691",R11,"176443.2121","207564.8851",S201L20,"51.1774772","4.74689539","180.0",1181,"Herentals-West - Massenhoven (richting A"
A0130002,"21.691",R10,"176443.2121","207564.8851",S201L10,"51.1774772","4.74689539","180.0",1180,"Herentals-West - Massenhoven (richting A"
A0130761,"0.168",R10,"176937.0517","207443.1191",H205L10,"51.17635986","4.753948135","179.0",1179,"complex Herentals-West (20) + aangrenzen"
A0130721,"0.016",R10,"177074.8105","207384.0165",H207L10,"51.17582217","4.755913594","179.0",1178,"complex Herentals-West (20) + aangrenzen"
A0130002,"22.315",R11,"177041.0327","207385.3687",H291L20,"51.17583591","4.755430696","179.0",1177,"complex Herentals-West (20) + aangrenzen"
A0130002,"0.786",R09,"156215.2581","211762.6243",H291L10,"51.21578188","4.457708256","572.0",4202,"Snede onder portiek A11 E313 kmpt 0.8"
A0130002,"0.786",R10,"156215.2581","211762.6243",H291L20,"51.21578188","4.457708256","572.0",4203,"Snede onder portiek A11 E313 kmpt 0.8"
A0130002,"0.786",R11,"156215.2581","211762.6243",H291L30,"51.21578188","4.457708256","572.0",4204,"Snede onder portiek A11 E313 kmpt 0.8"
A0130002,"0.786",R12,"156215.2581","211762.6243",H291L40,"51.21578188","4.457708256","572.0",4205,"Snede onder portiek A11 E313 kmpt 0.8"
R0022231,"0.544",R10,"148295.0671","222929.7155",H192L10,"51.31618581","4.34430554","533.0",4206,"R2 RSS H01 kmpt 89.3"
R0022231,"0.544",R11,"148295.0671","222929.7155",H192L20,"51.31618581","4.34430554","533.0",4207,"R2 RSS H01 kmpt 89.3"
R0020001,"89.279",R10,"148286.3323","222944.5583",H192L30,"51.31631919","4.344180192","533.0",4208,"R2 RSS H01 kmpt 89.3"
R0020001,"89.279",R11,"148286.3323","222944.5583",H192L40,"51.31631919","4.344180192","533.0",4209,"R2 RSS H01 kmpt 89.3"
A0130002,"17.469",R10,"172241.3573","208029.6393",S221L10,"51.18183203","4.686838085","181.0",1190,"Herentals-West - Massenhoven (richting A"
R0020002,"88.842",R11,"147891.2043","222760.6459",H191L20,"51.3146649","4.338514067","534.0",4220,"R2 RSS H02 kmpt 88.8"
R0020002,"88.842",R12,"147891.2043","222760.6459",H191L30,"51.3146649","4.338514067","534.0",4221,"R2 RSS H02 kmpt 88.8"
R0020002,"88.842",R08,"147891.2043","222760.6459",H107L10,"51.3146649","4.338514067","534.0",4222,"R2 RSS H02 kmpt 88.8"
R0020002,"88.842",R09,"147891.2043","222760.6459",H107L20,"51.3146649","4.338514067","534.0",4223,"R2 RSS H02 kmpt 88.8"
A0130002,"14.142",R10,"169177.8043","209272.7783",H291L10,"51.193116","4.643091435","183.0",1198,"complex Massenhoven (19) + aangrenzende"
A0130002,"14.974",R11,"169967.1697","209018.7477",S221L20,"51.19080585","4.654369023","182.0",1197,"Herentals-West - Massenhoven (richting A"
A0130002,"14.974",R10,"169967.1697","209018.7477",S221L10,"51.19080585","4.654369023","182.0",1196,"Herentals-West - Massenhoven (richting A"
A0130002,"15.775",R11,"170686.5723","208670.3949",H211L20,"51.18764932","4.664639412","182.0",1195,"Herentals-West - Massenhoven (richting A"
A0130002,"15.775",R10,"170686.5723","208670.3949",H211L10,"51.18764932","4.664639412","182.0",1194,"Herentals-West - Massenhoven (richting A"
A0130002,"16.628",R11,"171452.2137","208301.3063",S201L20,"51.1843038","4.67556849","182.0",1193,"Herentals-West - Massenhoven (richting A"
A0130002,"16.628",R10,"171452.2137","208301.3063",S201L10,"51.1843038","4.67556849","182.0",1192,"Herentals-West - Massenhoven (richting A"
A0130002,"17.469",R11,"172241.3573","208029.6393",S221L20,"51.18183203","4.686838085","181.0",1191,"Herentals-West - Massenhoven (richting A"
A0130002,"18.314",R11,"173079.8185","207928.1767",H211L20,"51.18088707","4.698822588","181.0",1189,"Herentals-West - Massenhoven (richting A"
A0130002,"18.314",R10,"173079.8185","207928.1767",H211L10,"51.18088707","4.698822588","181.0",1188,"Herentals-West - Massenhoven (richting A"
R0020002,"89.272",R12,"148276.9959","222960.3913",H191L40,"51.31646147","4.34404621","533.0",4213,"R2 RSS H01 kmpt 89.3"
R0022231,"0.181",R09,"147905.8901","222731.7239",H192L10,"51.314405","4.338724856","534.0",4214,"R2 RSS H02 kmpt 88.8"
R0022231,"0.181",R10,"147905.8901","222731.7239",H192L20,"51.314405","4.338724856","534.0",4215,"R2 RSS H02 kmpt 88.8"
R0022231,"0.181",R11,"147905.8901","222731.7239",H192L30,"51.314405","4.338724856","534.0",4216,"R2 RSS H02 kmpt 88.8"
R0020001,"88.844",R10,"147897.8097","222748.6267",H192L40,"51.31455689","4.33860887","534.0",4217,"R2 RSS H02 kmpt 88.8"
R0020001,"88.844",R11,"147897.8097","222748.6267",H192L50,"51.31455689","4.33860887","534.0",4218,"R2 RSS H02 kmpt 88.8"
R0020002,"88.842",R10,"147891.2043","222760.6459",H191L10,"51.3146649","4.338514067","534.0",4219,"R2 RSS H02 kmpt 88.8"
R0020001,"88.313",R08,"147418.9537","222491.4595",H208L10,"51.31224355","4.33174288","535.0",4230,"R2 RSS H03 kmpt 88.3"
R0020001,"86.798",R10,"146091.4081","221793.6745",H192L10,"51.30596445","4.312711512","536.0",4231,"R2 RSS H06 kmpt 86.8"
R0020001,"86.798",R11,"146091.4081","221793.6745",H192L20,"51.30596445","4.312711512","536.0",4232,"R2 RSS H06 kmpt 86.8"
R0020002,"86.81",R09,"146090.6839","221806.0223",H191L10,"51.30607542","4.312700996","536.0",4233,"R2 RSS H06 kmpt 86.8"
R0020002,"86.81",R10,"146090.6839","221806.0223",H191L20,"51.30607542","4.312700996","536.0",4234,"R2 RSS H06 kmpt 86.8"
A0130002,"14.142",R11,"169177.8043","209272.7783",H291L20,"51.193116","4.643091435","183.0",1199,"complex Massenhoven (19) + aangrenzende"
R0020002,"88.316",R10,"147418.3613","222510.8553",H291L10,"51.31241788","4.331734248","535.0",4224,"R2 RSS H03 kmpt 88.3"
R0020002,"88.316",R11,"147418.3613","222510.8553",H291L20,"51.31241788","4.331734248","535.0",4225,"R2 RSS H03 kmpt 88.3"
R0020001,"88.313",R09,"147418.9537","222491.4595",H292L10,"51.31224355","4.33174288","535.0",4226,"R2 RSS H03 kmpt 88.3"
R0020001,"88.313",R10,"147418.9537","222491.4595",H292L20,"51.31224355","4.33174288","535.0",4227,"R2 RSS H03 kmpt 88.3"
R0020001,"88.313",R11,"147418.9537","222491.4595",H292L30,"51.31224355","4.33174288","535.0",4228,"R2 RSS H03 kmpt 88.3"
R0020002,"88.316",R09,"147418.3613","222510.8553",H205L10,"51.31241788","4.331734248","535.0",4229,"R2 RSS H03 kmpt 88.3"
R0020001,"85.901",R11,"145351.4671","221308.9803",H292L20,"51.30160254","4.302107349","538.0",4240,"R2 RSS H10 kmpt 85.9"
R0020002,"84.481",R10,"144686.6611","220060.7911",H291L10,"51.29037798","4.292593494","539.0",4241,"R2 RSS H11 kmpt 84.5"
R0020002,"84.481",R11,"144686.6611","220060.7911",H291L20,"51.29037798","4.292593494","539.0",4242,"R2 RSS H11 kmpt 84.5"
R0020001,"84.482",R10,"144699.0731","220055.0675",H292L10,"51.29032665","4.292771498","539.0",4243,"R2 RSS H11 kmpt 84.5"
R0020001,"84.482",R11,"144699.0731","220055.0675",H292L20,"51.29032665","4.292771498","539.0",4244,"R2 RSS H11 kmpt 84.5"
R0020002,"83.594",R10,"144340.3575","219360.7111",H291L10,"51.2840823","4.28764023","540.0",4245,"R2 RSS H15 kmpt 83.5"
A0170001,"22.545",R11,"70768.0595","164055.8483",H102L20,"50.78159353","3.245223025","3.0",300,"Aalbeke - grens Walloni"
A0170002,"22.54",R10,"70755.4101","164037.9123",H101L10,"50.78143059","3.245047528","3.0",301,"Aalbeke - grens Walloni"
A0170002,"22.54",R11,"70755.4101","164037.9123",H101L20,"50.78143059","3.245047528","3.0",302,"Aalbeke - grens Walloni"
A0100001,"103.997",P00,"49775.4377","212295.3611",H102L00,"51.21191103","2.934401877","27.0",303,"Zandvoorde - Oostende"
A0100001,"103.997",R10,"49775.4377","212295.3611",H102L10,"51.21191103","2.934401877","27.0",304,"Zandvoorde - Oostende"
A0100001,"103.997",R11,"49775.4377","212295.3611",H102L20,"51.21191103","2.934401877","27.0",305,"Zandvoorde - Oostende"
R0020002,"86.81",R11,"146090.6839","221806.0223",H191L30,"51.30607542","4.312700996","536.0",4235,"R2 RSS H06 kmpt 86.8"
A0100002,"104.003",R10,"49763.2601","212290.5381",H101L10,"51.21186557","2.934228974","27.0",306,"Zandvoorde - Oostende"
R0020002,"86.464",R09,"145786.2419","221644.3215",H291L10,"51.30461993","4.308337323","537.0",4236,"R2 RSS H08 kmpt 86.5"
A0100002,"104.003",R11,"49763.2601","212290.5381",H101L20,"51.21186557","2.934228974","27.0",307,"Zandvoorde - Oostende"
R0020002,"86.464",R10,"145786.2419","221644.3215",H291L20,"51.30461993","4.308337323","537.0",4237,"R2 RSS H08 kmpt 86.5"
A0100001,"103.88",P00,"49861.9771","212217.6479",H122L00,"51.21122765","2.935661524","27.0",308,"Zandvoorde - Oostende"
R0020002,"86.464",R11,"145786.2419","221644.3215",H291L30,"51.30461993","4.308337323","537.0",4238,"R2 RSS H08 kmpt 86.5"
A0100001,"103.88",R10,"49861.9771","212217.6479",H122L10,"51.21122765","2.935661524","27.0",309,"Zandvoorde - Oostende"
R0020001,"85.901",R10,"145351.4671","221308.9803",H292L10,"51.30160254","4.302107349","538.0",4239,"R2 RSS H10 kmpt 85.9"
R0000002,"24.254",R11,"157583.6909","167629.7649",H291L20,"50.81905421","4.476371718","531.0",4250,"R0 fronton 4armen kmpt 24.2"
R0000001,"24.805",R10,"157765.0869","168150.3571",H292L10,"50.82373171","4.478956935","556.0",4251,"R0 fronton 4armen kmpt 24.7"
R0000001,"24.805",R11,"157765.0869","168150.3571",H292L20,"50.82373171","4.478956935","556.0",4252,"R0 fronton 4armen kmpt 24.7"
R0000002,"24.801",R10,"157751.2389","168142.7215",H291L10,"50.82366325","4.478760237","556.0",4253,"R0 fronton 4armen kmpt 24.7"
R0000002,"24.801",R11,"157751.2389","168142.7215",H291L20,"50.82366325","4.478760237","556.0",4254,"R0 fronton 4armen kmpt 24.7"
A0100001,"103.88",R11,"49861.9771","212217.6479",H122L20,"51.21122765","2.935661524","27.0",310,"Zandvoorde - Oostende"
A0100001,"104.118",P00,"49691.1955","212381.8379",H124L00,"51.21267355","2.933172638","27.0",311,"Zandvoorde - Oostende"
A0100001,"104.118",R10,"49691.1955","212381.8379",H124L10,"51.21267355","2.933172638","27.0",312,"Zandvoorde - Oostende"
A0100001,"104.118",R11,"49691.1955","212381.8379",H124L20,"51.21267355","2.933172638","27.0",313,"Zandvoorde - Oostende"
A0180001,"46.891",R10,"59818.9599","210012.2013",H192L10,"51.19304768","3.07867575","28.0",314,"knooppunt Jabbeke"
A0180001,"46.891",R11,"59818.9599","210012.2013",H192L20,"51.19304768","3.07867575","28.0",315,"knooppunt Jabbeke"
A0180002,"46.82",R10,"59819.6851","210032.1275",H191L10,"51.19322687","3.078681173","28.0",316,"knooppunt Jabbeke"
R0020002,"83.594",R11,"144340.3575","219360.7111",H291L20,"51.2840823","4.28764023","540.0",4246,"R2 RSS H15 kmpt 83.5"
A0180002,"46.82",R11,"59819.6851","210032.1275",H191L20,"51.19322687","3.078681173","28.0",317,"knooppunt Jabbeke"
R0000001,"24.245",R10,"157594.8365","167623.0915",H292L10,"50.81899408","4.476529746","531.0",4247,"R0 fronton 4armen kmpt 24.2"
A0100001,"93.648",R10,"59823.3863","210049.9747",H107L10,"51.19338785","3.078729677","28.0",318,"knooppunt Jabbeke"
R0000001,"24.245",R11,"157594.8365","167623.0915",H292L20,"50.81899408","4.476529746","531.0",4248,"R0 fronton 4armen kmpt 24.2"
A0100001,"93.648",R11,"59823.3863","210049.9747",H107L20,"51.19338785","3.078729677","28.0",319,"knooppunt Jabbeke"
R0000002,"24.254",R10,"157583.6909","167629.7649",H291L10,"50.81905421","4.476371718","531.0",4249,"R0 fronton 4armen kmpt 24.2"
A0210002,"14.673",R11,"168809.3069","211998.8081",H291L30,"51.21763075","4.637961937","549.0",4260,"E34 kmpt 14.575 enkele snede"
A0210002,"15.69",B09,"169552.0953","212709.5859",H291L10,"51.2239947","4.648631294","550.0",4261,"E34 RVMS kmpt 15.605"
A0210002,"15.69",R10,"169552.0953","212709.5859",H291L20,"51.2239947","4.648631294","550.0",4262,"E34 RVMS kmpt 15.605"
A0210002,"15.69",R11,"169552.0953","212709.5859",H291L30,"51.2239947","4.648631294","550.0",4263,"E34 RVMS kmpt 15.605"
A0210002,"21.406",B09,"174593.2929","214940.9109",H291L10,"51.24385717","4.720943154","552.0",4267,"E34 kmpt 21.39 enkele snede"
A0100002,"93.638",R10,"59793.3009","209915.1339",H106L10,"51.19217132","3.078332877","28.0",320,"knooppunt Jabbeke"
A0100002,"93.638",R11,"59793.3009","209915.1339",H106L20,"51.19217132","3.078332877","28.0",321,"knooppunt Jabbeke"
A0105101,None,R10,"59795.0095","209903.8619",H108L10,"51.19207028","3.078360115","28.0",322,"knooppunt Jabbeke"
A0180711,"1.001",R10,"59795.8087","209892.7805",H108L20,"51.19197082","3.078374299","28.0",323,"knooppunt Jabbeke"
A0102321,"0.895",R10,"59222.1861","210015.0775",S205L10,"51.19298008","3.07013964","28.0",324,"knooppunt Jabbeke"
A0170002,"57.574",R10,"64834.7829","197230.3899",H291L10,"51.07893262","3.153407158","29.0",325,"complex Torhout (10)"
A0170002,"57.574",R11,"64834.7829","197230.3899",H291L20,"51.07893262","3.153407158","29.0",326,"complex Torhout (10)"
A0170001,"57.564",R10,"64848.6023","197222.9609",H292L10,"51.07886788","3.153606067","29.0",327,"complex Torhout (10)"
A0170001,"57.564",R11,"64848.6023","197222.9609",H292L20,"51.07886788","3.153606067","29.0",328,"complex Torhout (10)"
